Year,State,Sex,Age,Uncontrolled_Direct Costs,Uncontrolled_Indirect Costs,Uncontrolled_QALYs_Lost
26,Massacheusetts,Male,55 to 59 years,4589858.95,23354182.21,218.7
26,Massacheusetts,Male,60 to 64 years,4874048.6,24800199.85,232.25
26,Massacheusetts,Male,65 to 69 years,4345679.73,22111746.23,207.07
26,Massacheusetts,Male,70 to 74 years,3960031.1,0,188.69
26,Massacheusetts,Male,75 to 79 years,3506608.94,0,167.09
26,Massacheusetts,Male,80 to 84 years,2509303.21,0,119.57
26,Massacheusetts,Male,85 and over,1739791.01,0,82.9
26,Massacheusetts,Male,Total,74464512.43,319279179.67,3548.2
26,Michigan,Female,15 to 19 years,20724848.04,69659455.87,851.48
26,Michigan,Female,20 to 24 years,15344480.15,51575197.83,630.43
26,Michigan,Female,25 to 29 years,14434493.1,48516589.05,593.04
26,Michigan,Female,30 to 34 years,16850065,56635704.02,692.28
26,Michigan,Female,35 to 39 years,19543706.2,65689453.41,802.95
26,Michigan,Female,40 to 44 years,21059283.65,70783546.28,865.22
26,Michigan,Female,45 to 49 years,21053630.47,70764545.05,864.99
26,Michigan,Female,50 to 54 years,19768409.88,66444717.64,812.18
26,Michigan,Female,55 to 59 years,18662813.39,62728634.91,766.76
26,Michigan,Female,60 to 64 years,19687931.8,66174218.21,808.88
26,Michigan,Female,65 to 69 years,18194707.81,61155258.84,747.53
26,Michigan,Female,70 to 74 years,16651121.65,0,684.11
26,Michigan,Female,75 to 79 years,13405356.29,0,550.76
26,Michigan,Female,80 to 84 years,8720950.58,0,358.3
26,Michigan,Female,85 and over,6190164.57,0,254.32
26,Michigan,Female,Total,250291962.59,690127321.11,10283.23
26,Michigan,Male,15 to 19 years,15419355.12,67065622.13,633.5
26,Michigan,Male,20 to 24 years,8879144.73,38619343.05,364.8
26,Michigan,Male,25 to 29 years,7871175.18,34235235.9,323.39
26,Michigan,Male,30 to 34 years,8973547.75,39029943.73,368.68
26,Michigan,Male,35 to 39 years,9850511.2,42844247.15,404.71
26,Michigan,Male,40 to 44 years,10052656.75,43723467.92,413.01
26,Michigan,Male,45 to 49 years,9305348.79,40473093.75,382.31
26,Michigan,Male,50 to 54 years,8363587,36376953.56,343.62
26,Michigan,Male,55 to 59 years,8176371.9,35562671.98,335.93
26,Michigan,Male,60 to 64 years,8913230.9,38767598.95,366.2
26,Michigan,Male,65 to 69 years,8099746.75,35229395.17,332.78
26,Michigan,Male,70 to 74 years,7234517.37,0,297.23
26,Michigan,Male,75 to 79 years,5858796.65,0,240.71
26,Michigan,Male,80 to 84 years,4028584.94,0,165.51
26,Michigan,Male,85 and over,2481261.15,0,101.94
26,Michigan,Male,Total,123507836.18,451927573.29,5074.31
26,Minnesota,Female,15 to 19 years,8485828.63,32341763.77,398.85
26,Minnesota,Female,20 to 24 years,6516470.66,24836013.54,306.29
26,Minnesota,Female,25 to 29 years,6990945.64,26644364.64,328.59
26,Minnesota,Female,30 to 34 years,7200223.46,27441978.41,338.43
26,Minnesota,Female,35 to 39 years,7509240.98,28619726.89,352.95
26,Minnesota,Female,40 to 44 years,8126916.29,30973852.77,381.98
26,Minnesota,Female,45 to 49 years,8003539.06,30503629.13,376.18
26,Minnesota,Female,50 to 54 years,6852391.05,26116296.02,322.08
26,Minnesota,Female,55 to 59 years,6221215.77,23710718.14,292.41
26,Minnesota,Female,60 to 64 years,6387637.65,24344996.47,300.23
26,Minnesota,Female,65 to 69 years,5784596.19,22046644.08,271.89
26,Minnesota,Female,70 to 74 years,5354526,0,251.67
26,Minnesota,Female,75 to 79 years,4276232.06,0,200.99
26,Minnesota,Female,80 to 84 years,2870307.2,0,134.91
26,Minnesota,Female,85 and over,2328798.17,0,109.46
26,Minnesota,Female,Total,92908868.81,297579983.87,4366.91
26,Minnesota,Male,15 to 19 years,6525868.15,30267644.05,306.73
26,Minnesota,Male,20 to 24 years,3984027.62,18478327.66,187.26
26,Minnesota,Male,25 to 29 years,3988085.14,18497146.83,187.45
26,Minnesota,Male,30 to 34 years,4156434.03,19277966.24,195.36
26,Minnesota,Male,35 to 39 years,4174153.31,19360150.08,196.19
26,Minnesota,Male,40 to 44 years,4291830.45,19905948.69,201.72
26,Minnesota,Male,45 to 49 years,3913310.3,18150333.51,183.93
26,Minnesota,Male,50 to 54 years,3178745.95,14743348.9,149.41
26,Minnesota,Male,55 to 59 years,3048161.82,14137686.35,143.27
26,Minnesota,Male,60 to 64 years,3277766.2,15202614.94,154.06
26,Minnesota,Male,65 to 69 years,3003842.54,13932128.99,141.19
26,Minnesota,Male,70 to 74 years,2803016.54,0,131.75
26,Minnesota,Male,75 to 79 years,2311685.03,0,108.65
26,Minnesota,Male,80 to 84 years,1561392.06,0,73.39
26,Minnesota,Male,85 and over,1093149.68,0,51.38
26,Minnesota,Male,Total,51311468.83,201953296.24,2411.75
26,Mississippi,Female,15 to 19 years,3565305.73,10152003.23,197.87
26,Mississippi,Female,20 to 24 years,2711931.51,7722069.17,150.51
26,Mississippi,Female,25 to 29 years,2713883.96,7727628.66,150.61
26,Mississippi,Female,30 to 34 years,3003057.51,8551033.72,166.66
26,Mississippi,Female,35 to 39 years,3313833.31,9435949.96,183.91
26,Mississippi,Female,40 to 44 years,3420538.12,9739785.78,189.83
26,Mississippi,Female,45 to 49 years,3480815.71,9911422.76,193.18
26,Mississippi,Female,50 to 54 years,3261609.89,9287246.79,181.01
26,Mississippi,Female,55 to 59 years,3075867.74,8758356.68,170.7
26,Mississippi,Female,60 to 64 years,3317016.02,9445012.56,184.09
26,Mississippi,Female,65 to 69 years,3350279.26,9539727.73,185.93
26,Mississippi,Female,70 to 74 years,3416033.2,0,189.58
26,Mississippi,Female,75 to 79 years,2524630.21,0,140.11
26,Mississippi,Female,80 to 84 years,1448930.24,0,80.41
26,Mississippi,Female,85 and over,972032.32,0,53.95
26,Mississippi,Female,Total,43575764.73,100270237.05,2418.35
26,Mississippi,Male,15 to 19 years,2548746.02,9676543.84,141.45
26,Mississippi,Male,20 to 24 years,1560829.78,5925830.85,86.62
26,Mississippi,Male,25 to 29 years,1487721.43,5648268.39,82.57
26,Mississippi,Male,30 to 34 years,1618674.04,6145441.79,89.83
26,Mississippi,Male,35 to 39 years,1674087.74,6355824.89,92.91
26,Mississippi,Male,40 to 44 years,1604863.34,6093008.2,89.07
26,Mississippi,Male,45 to 49 years,1480601.64,5621237.49,82.17
26,Mississippi,Male,50 to 54 years,1321503.18,5017205.85,73.34
26,Mississippi,Male,55 to 59 years,1331810.48,5056338.45,73.91
26,Mississippi,Male,60 to 64 years,1578626.78,5993398.75,87.61
26,Mississippi,Male,65 to 69 years,1562289.45,5931372.6,86.7
26,Mississippi,Male,70 to 74 years,1564759.69,0,86.84
26,Mississippi,Male,75 to 79 years,1179494.61,0,65.46
26,Mississippi,Male,80 to 84 years,737932.99,0,40.95
26,Mississippi,Male,85 and over,476288.41,0,26.43
26,Mississippi,Male,Total,21728229.58,67464471.09,1205.87
26,Missouri,Female,15 to 19 years,8346983.82,26952899.58,424.22
26,Missouri,Female,20 to 24 years,7195870.27,23235886.5,365.72
26,Missouri,Female,25 to 29 years,7477214.4,24144363.16,380.01
26,Missouri,Female,30 to 34 years,7751531.03,25030147.63,393.96
26,Missouri,Female,35 to 39 years,8167053.26,26371893.24,415.07
26,Missouri,Female,40 to 44 years,8369841.57,27026708.59,425.38
26,Missouri,Female,45 to 49 years,8508670.94,27474996.76,432.44
26,Missouri,Female,50 to 54 years,7579979.84,24476198.79,385.24
26,Missouri,Female,55 to 59 years,7029094.57,22697358,357.24
26,Missouri,Female,60 to 64 years,7614525.48,24587748.7,386.99
26,Missouri,Female,65 to 69 years,7478892.43,24149781.63,380.1
26,Missouri,Female,70 to 74 years,7137752.06,0,362.76
26,Missouri,Female,75 to 79 years,5843372.16,0,296.98
26,Missouri,Female,80 to 84 years,3691965.36,0,187.64
26,Missouri,Female,85 and over,2580812.91,0,131.16
26,Missouri,Female,Total,104773560.1,276147982.59,5324.91
26,Missouri,Male,15 to 19 years,6515120.61,26807137.47,331.12
26,Missouri,Male,20 to 24 years,3862212.2,15891471.5,196.29
26,Missouri,Male,25 to 29 years,3803362.86,15649329.79,193.3
26,Missouri,Male,30 to 34 years,4088683.66,16823311.73,207.8
26,Missouri,Male,35 to 39 years,4145797.33,17058311.84,210.7
26,Missouri,Male,40 to 44 years,4012731.37,16510798.2,203.94
26,Missouri,Male,45 to 49 years,3869120.21,15919895.22,196.64
26,Missouri,Male,50 to 54 years,3330813.7,13704977.4,169.28
26,Missouri,Male,55 to 59 years,3001887.92,12351578.28,152.56
26,Missouri,Male,60 to 64 years,3239761.35,13330333.09,164.65
26,Missouri,Male,65 to 69 years,3236164.75,13315534.53,164.47
26,Missouri,Male,70 to 74 years,3154072.2,0,160.3
26,Missouri,Male,75 to 79 years,2657841.48,0,135.08
26,Missouri,Male,80 to 84 years,1721976.4,0,87.52
26,Missouri,Male,85 and over,1091230.47,0,55.46
26,Missouri,Male,Total,51730776.52,177362679.04,2629.11
26,Montana,Female,15 to 19 years,2707077.03,7496335.76,112.56
26,Montana,Female,20 to 24 years,2245160.44,6217213.74,93.35
26,Montana,Female,25 to 29 years,2209431.82,6118275.39,91.87
26,Montana,Female,30 to 34 years,2380237.92,6591265.22,98.97
26,Montana,Female,35 to 39 years,2496940.62,6914433.95,103.82
26,Montana,Female,40 to 44 years,2606779.43,7218595.44,108.39
26,Montana,Female,45 to 49 years,2726126.29,7549086.27,113.35
26,Montana,Female,50 to 54 years,2656284.16,7355682.08,110.44
26,Montana,Female,55 to 59 years,2649269.69,7336257.86,110.15
26,Montana,Female,60 to 64 years,2838159.75,7859325.09,118.01
26,Montana,Female,65 to 69 years,2885882.85,7991478.1,119.99
26,Montana,Female,70 to 74 years,2922096.14,0,121.5
26,Montana,Female,75 to 79 years,2359801.24,0,98.12
26,Montana,Female,80 to 84 years,1570349.92,0,65.29
26,Montana,Female,85 and over,1145336.09,0,47.62
26,Montana,Female,Total,36398933.4,78647948.91,1513.42
26,Montana,Male,15 to 19 years,2270464.07,8142365.53,94.4
26,Montana,Male,20 to 24 years,1465063.04,5254026.67,60.92
26,Montana,Male,25 to 29 years,1392937.16,4995367.96,57.92
26,Montana,Male,30 to 34 years,1524169.17,5465993.77,63.37
26,Montana,Male,35 to 39 years,1528299.03,5480804.32,63.54
26,Montana,Male,40 to 44 years,1479649.88,5306338.18,61.52
26,Montana,Male,45 to 49 years,1428184.25,5121771.51,59.38
26,Montana,Male,50 to 54 years,1332278.41,4777832.83,55.39
26,Montana,Male,55 to 59 years,1396519.78,5008216.01,58.07
26,Montana,Male,60 to 64 years,1602446.77,5746713.87,66.63
26,Montana,Male,65 to 69 years,1624623.31,5826243.61,67.55
26,Montana,Male,70 to 74 years,1660909.85,0,69.06
26,Montana,Male,75 to 79 years,1425520.63,0,59.27
26,Montana,Male,80 to 84 years,1037983.99,0,43.16
26,Montana,Male,85 and over,758070.9,0,31.52
26,Montana,Male,Total,21927120.24,61125674.26,911.7
26,Nebareska,Female,15 to 19 years,2574623.13,8351397.99,125.09
26,Nebareska,Female,20 to 24 years,2067043.27,6704942.87,100.43
26,Nebareska,Female,25 to 29 years,2164092.6,7019745.3,105.15
26,Nebareska,Female,30 to 34 years,2265955.91,7350162.98,110.09
26,Nebareska,Female,35 to 39 years,2371125.32,7691304.8,115.2
26,Nebareska,Female,40 to 44 years,2434021.25,7895322.59,118.26
26,Nebareska,Female,45 to 49 years,2532724.92,8215491.25,123.06
26,Nebareska,Female,50 to 54 years,2354609.83,7637732.91,114.4
26,Nebareska,Female,55 to 59 years,2286640.74,7417259.12,111.1
26,Nebareska,Female,60 to 64 years,2420019.17,7849903.55,117.58
26,Nebareska,Female,65 to 69 years,2436968.95,7904884.17,118.4
26,Nebareska,Female,70 to 74 years,2595335.74,0,126.1
26,Nebareska,Female,75 to 79 years,2248290.89,0,109.24
26,Nebareska,Female,80 to 84 years,1486884.71,0,72.24
26,Nebareska,Female,85 and over,1137454.79,0,55.26
26,Nebareska,Female,Total,33375791.22,84038147.52,1621.61
26,Nebareska,Male,15 to 19 years,1943265.93,7482366.13,94.42
26,Nebareska,Male,20 to 24 years,1278801.61,4923907.56,62.13
26,Nebareska,Male,25 to 29 years,1320646.89,5085028.98,64.17
26,Nebareska,Male,30 to 34 years,1383001.68,5325120.35,67.2
26,Nebareska,Male,35 to 39 years,1360304.23,5237725.88,66.09
26,Nebareska,Male,40 to 44 years,1275273.32,4910322.24,61.96
26,Nebareska,Male,45 to 49 years,1168562.59,4499442.4,56.78
26,Nebareska,Male,50 to 54 years,1030351.5,3967273.37,50.06
26,Nebareska,Male,55 to 59 years,1066693.12,4107203.4,51.83
26,Nebareska,Male,60 to 64 years,1239812.86,4773784.99,60.24
26,Nebareska,Male,65 to 69 years,1242002.95,4782217.74,60.34
26,Nebareska,Male,70 to 74 years,1303652.96,0,63.34
26,Nebareska,Male,75 to 79 years,1142347.9,0,55.5
26,Nebareska,Male,80 to 84 years,799369.61,0,38.84
26,Nebareska,Male,85 and over,589314.74,0,28.63
26,Nebareska,Male,Total,18143401.91,55094393.06,881.52
26,Nevada,Female,15 to 19 years,4926187.72,14942891.15,218.67
26,Nevada,Female,20 to 24 years,4128804,12524140.81,183.27
26,Nevada,Female,25 to 29 years,4649440.1,14103416.52,206.38
26,Nevada,Female,30 to 34 years,5190289.95,15744007.76,230.39
26,Nevada,Female,35 to 39 years,5749995.92,17441796.38,255.23
26,Nevada,Female,40 to 44 years,5827862.08,17677992.3,258.69
26,Nevada,Female,45 to 49 years,5375789.15,16306693.25,238.62
26,Nevada,Female,50 to 54 years,4717915.73,14311127.63,209.42
26,Nevada,Female,55 to 59 years,4505388.74,13666457.17,199.99
26,Nevada,Female,60 to 64 years,5117930.29,15524515.02,227.18
26,Nevada,Female,65 to 69 years,5063855.24,15360486.02,224.78
26,Nevada,Female,70 to 74 years,4658205.35,0,206.77
26,Nevada,Female,75 to 79 years,3340229.28,0,148.27
26,Nevada,Female,80 to 84 years,1941213.78,0,86.17
26,Nevada,Female,85 and over,1265969.86,0,56.19
26,Nevada,Female,Total,66459077.19,167603524.02,2950.03
26,Nevada,Male,15 to 19 years,4042051.99,15187808.09,179.42
26,Nevada,Male,20 to 24 years,2579973.37,9694120.86,114.52
26,Nevada,Male,25 to 29 years,2782770.83,10456122.15,123.52
26,Nevada,Male,30 to 34 years,3209035.63,12057790.79,142.44
26,Nevada,Male,35 to 39 years,3418468.16,12844723.08,151.74
26,Nevada,Male,40 to 44 years,3337434.6,12540243.5,148.14
26,Nevada,Male,45 to 49 years,2816435.72,10582616.29,125.02
26,Nevada,Male,50 to 54 years,2301562.18,8648004.74,102.16
26,Nevada,Male,55 to 59 years,2208434.1,8298080.63,98.03
26,Nevada,Male,60 to 64 years,2632846.63,9892789.47,116.87
26,Nevada,Male,65 to 69 years,2552239.47,9589912.12,113.29
26,Nevada,Male,70 to 74 years,2380393.9,0,105.66
26,Nevada,Male,75 to 79 years,1861397.56,0,82.62
26,Nevada,Male,80 to 84 years,1178197.95,0,52.3
26,Nevada,Male,85 and over,755186.57,0,33.52
26,Nevada,Male,Total,38056428.66,119792211.73,1689.27
26,New Hampshire,Female,15 to 19 years,2553978.39,9646427.48,128.29
26,New Hampshire,Female,20 to 24 years,1953709.35,7379199.32,98.14
26,New Hampshire,Female,25 to 29 years,2023768.86,7643815.51,101.66
26,New Hampshire,Female,30 to 34 years,2383081.25,9000945.58,119.71
26,New Hampshire,Female,35 to 39 years,2883271.55,10890174.36,144.83
26,New Hampshire,Female,40 to 44 years,3254057.81,12290641.49,163.46
26,New Hampshire,Female,45 to 49 years,3177989.53,12003330.08,159.64
26,New Hampshire,Female,50 to 54 years,2679247.6,10119571.81,134.59
26,New Hampshire,Female,55 to 59 years,2341035.04,8842136.19,117.6
26,New Hampshire,Female,60 to 64 years,2513712.03,9494340.64,126.27
26,New Hampshire,Female,65 to 69 years,2369215.1,8948572.84,119.01
26,New Hampshire,Female,70 to 74 years,2288096.52,0,114.94
26,New Hampshire,Female,75 to 79 years,1936321.23,0,97.27
26,New Hampshire,Female,80 to 84 years,1314990.43,0,66.06
26,New Hampshire,Female,85 and over,943417.91,0,47.39
26,New Hampshire,Female,Total,34615892.61,106259155.28,1738.85
26,New Hampshire,Male,15 to 19 years,1724609.26,8226731.33,86.63
26,New Hampshire,Male,20 to 24 years,1003549.62,4787132.53,50.41
26,New Hampshire,Male,25 to 29 years,971323.8,4633408.91,48.79
26,New Hampshire,Male,30 to 34 years,1122283.17,5353515.33,56.38
26,New Hampshire,Male,35 to 39 years,1338284.3,6383883.96,67.23
26,New Hampshire,Male,40 to 44 years,1486453.81,7090682.18,74.67
26,New Hampshire,Male,45 to 49 years,1412331.26,6737102.79,70.95
26,New Hampshire,Male,50 to 54 years,1206194.97,5753791.44,60.59
26,New Hampshire,Male,55 to 59 years,1100460.65,5249417.53,55.28
26,New Hampshire,Male,60 to 64 years,1213078.93,5786629.29,60.94
26,New Hampshire,Male,65 to 69 years,1161422.23,5540216.52,58.34
26,New Hampshire,Male,70 to 74 years,1114047.8,0,55.96
26,New Hampshire,Male,75 to 79 years,960930.29,0,48.27
26,New Hampshire,Male,80 to 84 years,665549.61,0,33.43
26,New Hampshire,Male,85 and over,488875.23,0,24.56
26,New Hampshire,Male,Total,16969394.92,65542511.8,852.42
26,New Jeresy,Female,15 to 19 years,15717279,62901738.98,732.77
26,New Jeresy,Female,20 to 24 years,11033364.02,44156357.06,514.4
26,New Jeresy,Female,25 to 29 years,11693832,46799599.84,545.19
26,New Jeresy,Female,30 to 34 years,13439053.61,53784108.7,626.56
26,New Jeresy,Female,35 to 39 years,15540332.53,62193585.81,724.52
26,New Jeresy,Female,40 to 44 years,17629836.19,70555937.47,821.94
26,New Jeresy,Female,45 to 49 years,16985255.6,67976277.2,791.89
26,New Jeresy,Female,50 to 54 years,14657581.34,58660748.79,683.37
26,New Jeresy,Female,55 to 59 years,12880516.13,51548799.47,600.52
26,New Jeresy,Female,60 to 64 years,13823737.18,55323641.44,644.49
26,New Jeresy,Female,65 to 69 years,12640209.2,50587072.98,589.31
26,New Jeresy,Female,70 to 74 years,11591069.37,0,540.4
26,New Jeresy,Female,75 to 79 years,9274937.08,0,432.42
26,New Jeresy,Female,80 to 84 years,5930809.83,0,276.51
26,New Jeresy,Female,85 and over,4454098.02,0,207.66
26,New Jeresy,Female,Total,187291911.12,624487867.76,8731.92
26,New Jeresy,Male,15 to 19 years,12926598.1,65140855.38,602.66
26,New Jeresy,Male,20 to 24 years,6942712.37,34986329.66,323.68
26,New Jeresy,Male,25 to 29 years,6781048.69,34171659.76,316.15
26,New Jeresy,Male,30 to 34 years,7843433.73,39525324.3,365.68
26,New Jeresy,Male,35 to 39 years,8752467.49,44106207.58,408.06
26,New Jeresy,Male,40 to 44 years,9262231.9,46675057.44,431.82
26,New Jeresy,Male,45 to 49 years,8354958.3,42103044.11,389.52
26,New Jeresy,Male,50 to 54 years,6865693.83,34598211.02,320.09
26,New Jeresy,Male,55 to 59 years,6130999.63,30895875.06,285.84
26,New Jeresy,Male,60 to 64 years,6618508,33352570.32,308.57
26,New Jeresy,Male,65 to 69 years,5845549.18,29457407.95,272.53
26,New Jeresy,Male,70 to 74 years,5219910.8,0,243.36
26,New Jeresy,Male,75 to 79 years,4291914.56,0,200.1
26,New Jeresy,Male,80 to 84 years,2899854.46,0,135.2
26,New Jeresy,Male,85 and over,1917478.65,0,89.4
26,New Jeresy,Male,Total,100653359.7,435012542.58,4692.66
26,New Mexico,Female,15 to 19 years,5612847.76,17959448.53,243.52
26,New Mexico,Female,20 to 24 years,4380650.65,14016783.16,190.06
26,New Mexico,Female,25 to 29 years,4363642.88,13962363.33,189.32
26,New Mexico,Female,30 to 34 years,4737864.94,15159762.95,205.56
26,New Mexico,Female,35 to 39 years,5073457.68,16233560.22,220.12
26,New Mexico,Female,40 to 44 years,5179675.62,16573426.12,224.73
26,New Mexico,Female,45 to 49 years,5242625.33,16774846.55,227.46
26,New Mexico,Female,50 to 54 years,4828904.97,15451064.06,209.51
26,New Mexico,Female,55 to 59 years,4656120.72,14898205.7,202.01
26,New Mexico,Female,60 to 64 years,5010004.73,16030529.58,217.37
26,New Mexico,Female,65 to 69 years,4682975.19,14984132.02,203.18
26,New Mexico,Female,70 to 74 years,4458944.04,0,193.46
26,New Mexico,Female,75 to 79 years,3350391.85,0,145.36
26,New Mexico,Female,80 to 84 years,1973031.83,0,85.6
26,New Mexico,Female,85 and over,1371179.32,0,59.49
26,New Mexico,Female,Total,64922317.51,172044122.22,2816.75
26,New Mexico,Male,15 to 19 years,4129836.62,16204633.95,179.18
26,New Mexico,Male,20 to 24 years,2450832.22,9616564.2,106.33
26,New Mexico,Male,25 to 29 years,2311171.69,9068564.86,100.27
26,New Mexico,Male,30 to 34 years,2477244.39,9720200.15,107.48
26,New Mexico,Male,35 to 39 years,2528072.98,9919641.13,109.68
26,New Mexico,Male,40 to 44 years,2498930.3,9805291.24,108.42
26,New Mexico,Male,45 to 49 years,2425502.85,9517176.94,105.23
26,New Mexico,Male,50 to 54 years,2162788.21,8486338.44,93.84
26,New Mexico,Male,55 to 59 years,2101965.7,8247683.35,91.2
26,New Mexico,Male,60 to 64 years,2355367.53,9241980.28,102.19
26,New Mexico,Male,65 to 69 years,2149058.44,8432465.61,93.24
26,New Mexico,Male,70 to 74 years,2028161.44,0,87.99
26,New Mexico,Male,75 to 79 years,1639458.44,0,71.13
26,New Mexico,Male,80 to 84 years,1064425.2,0,46.18
26,New Mexico,Male,85 and over,734452.01,0,31.87
26,New Mexico,Male,Total,33057268.03,108260540.16,1434.24
26,New York,Female,15 to 19 years,36828056.31,134415580.45,1764.56
26,New York,Female,20 to 24 years,31200540.74,113876191.53,1494.93
26,New York,Female,25 to 29 years,33163795.91,121041709.08,1588.99
26,New York,Female,30 to 34 years,35632850.26,130053299.88,1707.29
26,New York,Female,35 to 39 years,38694597.52,141228109.96,1853.99
26,New York,Female,40 to 44 years,42848494.91,156389065.65,2053.02
26,New York,Female,45 to 49 years,41409322.63,151136353.52,1984.06
26,New York,Female,50 to 54 years,36356801.49,132695587.72,1741.98
26,New York,Female,55 to 59 years,33101966.94,120816044.81,1586.03
26,New York,Female,60 to 64 years,35598762.59,129928886.2,1705.66
26,New York,Female,65 to 69 years,31368097,114487740.83,1502.95
26,New York,Female,70 to 74 years,28604780.61,0,1370.55
26,New York,Female,75 to 79 years,22410425.54,0,1073.76
26,New York,Female,80 to 84 years,14618721.59,0,700.43
26,New York,Female,85 and over,10735930.39,0,514.4
26,New York,Female,Total,472573144.43,1446068569.62,22642.62
26,New York,Male,15 to 19 years,30730652.49,135315104.35,1472.41
26,New York,Male,20 to 24 years,19188185.43,84490601.5,919.37
26,New York,Male,25 to 29 years,18545067.02,81658782.86,888.56
26,New York,Male,30 to 34 years,20339662.53,89560856.49,974.54
26,New York,Male,35 to 39 years,21183860.66,93278081.78,1014.99
26,New York,Male,40 to 44 years,22182490.59,97675310.66,1062.84
26,New York,Male,45 to 49 years,20244833.56,89143299.74,970
26,New York,Male,50 to 54 years,17340161.62,76353269.1,830.83
26,New York,Male,55 to 59 years,15615260.1,68758076.36,748.18
26,New York,Male,60 to 64 years,16564655.36,72938512.1,793.67
26,New York,Male,65 to 69 years,14333245,63113028.41,686.76
26,New York,Male,70 to 74 years,13037419.21,0,624.67
26,New York,Male,75 to 79 years,10593076.2,0,507.55
26,New York,Male,80 to 84 years,6908529.03,0,331.01
26,New York,Male,85 and over,4426595.94,0,212.09
26,New York,Male,Total,251233694.73,952284923.33,12037.48
26,North Carolina,Female,15 to 19 years,11357108.8,35617038.18,546.18
26,North Carolina,Female,20 to 24 years,9202699.81,28860594.39,442.57
26,North Carolina,Female,25 to 29 years,9624507.27,30183425.11,462.85
26,North Carolina,Female,30 to 34 years,11344664.62,35578011.97,545.58
26,North Carolina,Female,35 to 39 years,13015010.99,40816386.58,625.91
26,North Carolina,Female,40 to 44 years,13084489.66,41034278.68,629.25
26,North Carolina,Female,45 to 49 years,12373685.7,38805125.83,595.06
26,North Carolina,Female,50 to 54 years,11013269.46,34538723.32,529.64
26,North Carolina,Female,55 to 59 years,10713621.11,33598995.9,515.23
26,North Carolina,Female,60 to 64 years,12182348.96,38205074.5,585.86
26,North Carolina,Female,65 to 69 years,11406481.91,35771877.23,548.55
26,North Carolina,Female,70 to 74 years,10343623.58,0,497.44
26,North Carolina,Female,75 to 79 years,7895328.9,0,379.69
26,North Carolina,Female,80 to 84 years,4792976.96,0,230.5
26,North Carolina,Female,85 and over,3342960.26,0,160.77
26,North Carolina,Female,Total,151692778.01,393009531.7,7295.07
26,North Carolina,Male,15 to 19 years,9012381.69,34921809.92,433.42
26,North Carolina,Male,20 to 24 years,5557100.74,21533044.46,267.25
26,North Carolina,Male,25 to 29 years,5379360.12,20844322.64,258.7
26,North Carolina,Male,30 to 34 years,6062985.07,23493280.63,291.58
26,North Carolina,Male,35 to 39 years,6684368.76,25901061.79,321.46
26,North Carolina,Male,40 to 44 years,6415875.29,24860684.44,308.55
26,North Carolina,Male,45 to 49 years,5471814.93,21202573.03,263.15
26,North Carolina,Male,50 to 54 years,4511421.63,17481173.58,216.96
26,North Carolina,Male,55 to 59 years,4399473.36,17047388.55,211.58
26,North Carolina,Male,60 to 64 years,5254160.68,20359191.02,252.68
26,North Carolina,Male,65 to 69 years,5006354.12,19398972.75,240.76
26,North Carolina,Male,70 to 74 years,4548674.12,0,218.75
26,North Carolina,Male,75 to 79 years,3489452.71,0,167.81
26,North Carolina,Male,80 to 84 years,2111904.38,0,101.56
26,North Carolina,Male,85 and over,1271102.58,0,61.13
26,North Carolina,Male,Total,75176430.19,247043502.82,3615.32
26,North Dakota,Female,15 to 19 years,1487028.25,4736223.56,70.53
26,North Dakota,Female,20 to 24 years,1395060.22,4443303.01,66.17
26,North Dakota,Female,25 to 29 years,1268498.91,4040201.95,60.17
26,North Dakota,Female,30 to 34 years,1268106.73,4038952.84,60.15
26,North Dakota,Female,35 to 39 years,1237714.46,3942152.67,58.71
26,North Dakota,Female,40 to 44 years,1216360.51,3874139.79,57.69
26,North Dakota,Female,45 to 49 years,1274363.17,4058879.75,60.45
26,North Dakota,Female,50 to 54 years,1303677.53,4152246.75,61.84
26,North Dakota,Female,55 to 59 years,1306703.83,4161885.59,61.98
26,North Dakota,Female,60 to 64 years,1411361.42,4495222.74,66.94
26,North Dakota,Female,65 to 69 years,1451904.76,4624354.33,68.87
26,North Dakota,Female,70 to 74 years,1582442.63,0,75.06
26,North Dakota,Female,75 to 79 years,1399297.15,0,66.37
26,North Dakota,Female,80 to 84 years,977244.53,0,46.35
26,North Dakota,Female,85 and over,720901.45,0,34.19
26,North Dakota,Female,Total,19300665.55,46567562.99,915.46
26,North Dakota,Male,15 to 19 years,1077253.26,4395576.61,51.1
26,North Dakota,Male,20 to 24 years,854885.09,3488235.35,40.55
26,North Dakota,Male,25 to 29 years,787880.84,3214834.18,37.37
26,North Dakota,Male,30 to 34 years,811584.76,3311554.6,38.49
26,North Dakota,Male,35 to 39 years,773213.13,3154984.68,36.67
26,North Dakota,Male,40 to 44 years,730500.61,2980702.42,34.65
26,North Dakota,Male,45 to 49 years,681160.48,2779377.14,32.31
26,North Dakota,Male,50 to 54 years,625442.72,2552028.84,29.67
26,North Dakota,Male,55 to 59 years,641810.8,2618816.44,30.44
26,North Dakota,Male,60 to 64 years,716514.94,2923635.89,33.99
26,North Dakota,Male,65 to 69 years,773719.88,3157052.42,36.7
26,North Dakota,Male,70 to 74 years,866288.02,0,41.09
26,North Dakota,Male,75 to 79 years,814997.98,0,38.66
